Date,price,ma7,ma30,trend7,prev1,target
2025-05-12,3220.0,3312.5713936941966,3231.833317057292,10.0,3335.39990234375,3240.300048828125
2025-05-13,3240.300048828125,3313.771414620536,3235.7499837239584,8.400146484375,3220.0,3181.39990234375
2025-05-14,3181.39990234375,3295.2142508370534,3237.833317057292,-129.900146484375,3240.300048828125,3220.699951171875
2025-05-15,3220.699951171875,3267.9714006696427,3240.526652018229,-190.699951171875,3181.39990234375,3182.0
2025-05-16,3182.0,3239.4857003348216,3243.3599853515625,-199.39990234375,3220.699951171875,3228.89990234375
2025-05-19,3228.89990234375,3229.8142438616073,3250.589982096354,-67.7001953125,3182.0,3280.300048828125
2025-05-20,3280.300048828125,3221.9428362165177,3261.556648763021,-55.099853515625,3228.89990234375,3309.300048828125
2025-05-21,3309.300048828125,3234.6999860491073,3272.919986979167,89.300048828125,3280.300048828125,3292.300048828125
2025-05-22,3292.300048828125,3242.1285574776784,3280.779988606771,52.0,3309.300048828125,3363.60009765625
2025-05-23,3363.60009765625,3268.157156808036,3287.72666015625,182.2001953125,3292.300048828125,3299.10009765625
2025-05-27,3299.10009765625,3279.357177734375,3290.289998372396,78.400146484375,3363.60009765625,3293.60009765625
2025-05-28,3293.60009765625,3295.300048828125,3293.25,111.60009765625,3299.10009765625,3317.10009765625
2025-05-29,3317.10009765625,3307.900076729911,3296.5300048828126,88.2001953125,3293.60009765625,3288.89990234375
2025-05-30,3288.89990234375,3309.1286272321427,3295.273331705729,8.599853515625,3317.10009765625,3370.60009765625
2025-06-02,3370.60009765625,3317.8857770647323,3297.336669921875,61.300048828125,3288.89990234375,3350.199951171875
2025-06-03,3350.199951171875,3326.1571916852677,3295.470003255208,57.89990234375,3370.60009765625,3373.5
2025-06-04,3373.5,3327.571463448661,3294.5600016276044,9.89990234375,3350.199951171875,3350.699951171875
2025-06-05,3350.699951171875,3334.94287109375,3297.039998372396,51.599853515625,3373.5,3322.699951171875
2025-06-06,3322.699951171875,3339.0999930245534,3296.7299967447916,29.099853515625,3350.699951171875,3332.10009765625
2025-06-09,3332.10009765625,3341.242850167411,3298.386669921875,15.0,3322.699951171875,3320.89990234375
2025-06-10,3320.89990234375,3345.814278738839,3298.0,32.0,3332.10009765625,3321.300048828125
2025-06-11,3321.300048828125,3338.771414620536,3298.0833333333335,-49.300048828125,3320.89990234375,3380.89990234375
2025-06-12,3380.89990234375,3343.1571219308034,3300.613330078125,30.699951171875,3321.300048828125,3431.199951171875
2025-06-13,3431.199951171875,3351.399972098214,3307.9866617838543,57.699951171875,3380.89990234375,3396.39990234375
2025-06-16,3396.39990234375,3357.928536551339,3313.4699951171874,45.699951171875,3431.199951171875,3386.60009765625
2025-06-17,3386.60009765625,3367.05712890625,3315.9799967447916,63.900146484375,3396.39990234375,3389.800048828125
2025-06-18,3389.800048828125,3375.299979073661,3315.260001627604,57.699951171875,3386.60009765625,3368.10009765625
2025-06-20,3368.10009765625,3382.0428641183034,3314.8166748046874,47.2001953125,3389.800048828125,3377.699951171875
2025-06-23,3377.699951171875,3390.0999930245534,3317.5200032552084,56.39990234375,3368.10009765625,3317.39990234375
